Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Calculation Time (ms)","Num. States","Move-Model Fitness","Trace Fitness","Move-Log Fitness","Trace Length","Queued States",Match
707,"Application_1927089088",1,Yes,"16.00","80.00","2,165.00","0.97","0.73","0.72","54.00","2,304.00",[L/M]start|[L/M]A-Create-Application|[L/M]A-Submitted|[L/M]W-Handle-leads-schedule|[L/M]W-Handle-leads-withdraw|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]A-Concept|[L/M]W-Complete-application-start|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]W-Complete-application-suspend|[L/M]A-Accepted|[M-INVI]Inv10|[M-INVI]Inv12|[M-INVI]Inv9|[M-INVI]Inv13|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L]O-Create-Offer|[L]O-Created|[L]O-Create-Offer|[L]O-Created|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L]O-Sent-mail-and-online|[L]O-Sent-mail-and-online|[L/M]W-Complete-application-ate-abort|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L/M]W-Call-after-offers-suspend|[M-REAL]W-Call-after-offers-resume|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[L/M]W-Validate-application-resume|[M-INVI]Inv22|[L/M]W-Validate-application-complete|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L]O-Returned|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[L/M]W-Validate-application-resume|[M-INVI]Inv22|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]A-Denied|[L]O-Refused|[L]O-Refused|[L]O-Refused|[L/M]W-Validate-application-complete|[M-INVI]Inv29|[L/M]end
708,"Application_1494834839",1,Yes,"11.00","71.00","1,661.00","1.00","0.82","0.80","54.00","1,856.00",[L/M]start|[L/M]A-Create-Application|[L/M]A-Submitted|[L/M]W-Handle-leads-schedule|[L/M]W-Handle-leads-start|[L]W-Handle-leads-start|[L/M]W-Handle-leads-suspend|[L/M]W-Handle-leads-resume|[M-INVI]Inv3|[L/M]W-Handle-leads-complete|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]W-Complete-application-start|[L/M]A-Concept|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[L/M]A-Accepted|[M-INVI]Inv12|[M-INVI]Inv9|[M-INVI]Inv13|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L/M]W-Complete-application-complete|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L]O-Create-Offer|[L]O-Created|[L]O-Sent-mail-and-online|[L]O-Cancelled|[L/M]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L]O-Returned|[L/M]W-Validate-application-suspend|[M-INVI]Inv23|[M-INVI]Inv22|[L/M]W-Validate-application-ate-abort|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[L/M]W-Validate-application-resume|[M-INVI]Inv22|[L]A-Denied|[L]O-Refused|[L/M]W-Validate-application-complete|[M-INVI]Inv29|[L/M]end
709,"Application_469084980",1,Yes,"36.00","108.00","3,249.00","0.96","0.44","0.40","58.00","3,347.00",[L/M]start|[L/M]A-Create-Application|[M-INVI]Inv1|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]W-Complete-application-start|[L/M]A-Concept|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]A-Accepted|[M-REAL]W-Complete-application-suspend|[M-INVI]Inv10|[M-INVI]Inv12|[M-INVI]Inv9|[M-INVI]Inv13|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L/M]W-Complete-application-complete|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L]O-Cancelled|[L]O-Create-Offer|[L]O-Created|[L]O-Sent-mail-and-online|[L/M]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L]O-Create-Offer|[L]O-Created|[L]O-Sent-mail-and-online|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[L]O-Create-Offer|[L]O-Created|[L]O-Create-Offer|[L]O-Created|[L/M]W-Validate-application-resume|[M-INVI]Inv22|[L]W-Validate-application-suspend|[L]O-Create-Offer|[L]O-Created|[L]O-Returned|[L]W-Validate-application-resume|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]A-Denied|[L]O-Refused|[L]O-Refused|[L]O-Refused|[L]O-Refused|[L]O-Refused|[L/M]W-Validate-application-complete|[M-INVI]Inv29|[L/M]end
710,"Application_150888226",1,Yes,"7.00","48.00","1,171.00","1.00","0.88","0.87","54.00","1,411.00",[L/M]start|[L/M]A-Create-Application|[M-INVI]Inv1|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]W-Complete-application-start|[L/M]A-Concept|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]A-Accepted|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv12|[M-INVI]Inv9|[M-INVI]Inv13|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L/M]W-Complete-application-complete|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L/M]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L]O-Returned|[L/M]W-Validate-application-suspend|[L/M]W-Validate-application-resume|[M-INVI]Inv22|[L]W-Validate-application-suspend|[L/M]W-Validate-application-ate-abort|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[M-INVI]Inv23|[M-INVI]Inv22|[L]A-Denied|[L]O-Refused|[L/M]W-Validate-application-ate-abort|[M-INVI]Inv29|[L/M]end
711,"Application_2112068483",1,Yes,"5.00","40.00","861.00","0.98","0.91","0.91","47.00","1,069.00",[L/M]start|[L/M]A-Create-Application|[M-INVI]Inv1|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]W-Complete-application-start|[L/M]A-Concept|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]A-Accepted|[M-REAL]W-Complete-application-suspend|[M-INVI]Inv10|[M-INVI]Inv12|[M-INVI]Inv9|[M-INVI]Inv13|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L/M]W-Complete-application-complete|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L/M]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv20|[L]O-Returned|[L/M]W-Validate-application-complete|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[M-INVI]Inv23|[M-INVI]Inv22|[L/M]W-Validate-application-ate-abort|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[M-INVI]Inv23|[M-INVI]Inv22|[L]A-Denied|[L]O-Refused|[L/M]W-Validate-application-ate-abort|[M-INVI]Inv29|[L/M]end
712,"Application_1627266445",1,Yes,"6.00","21.00","1,058.00","1.00","0.90","0.89","53.00","1,283.00",[L/M]start|[L/M]A-Create-Application|[L/M]A-Submitted|[L/M]W-Handle-leads-schedule|[L/M]W-Handle-leads-withdraw|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]A-Concept|[L/M]W-Complete-application-start|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]A-Accepted|[M-INVI]Inv10|[M-INVI]Inv12|[M-INVI]Inv9|[M-INVI]Inv13|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L]W-Complete-application-resume|[L]W-Complete-application-suspend|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L/M]W-Complete-application-ate-abort|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L/M]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L]O-Returned|[L/M]W-Validate-application-suspend|[M-INVI]Inv23|[M-INVI]Inv22|[L/M]W-Validate-application-ate-abort|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[L/M]W-Validate-application-resume|[M-INVI]Inv22|[L]A-Denied|[L]O-Refused|[L/M]W-Validate-application-complete|[M-INVI]Inv29|[L/M]end
713,"Application_1069578306",1,Yes,"6.00","36.00","966.00","0.96","0.89","0.92","50.00","1,197.00",[L/M]start|[L/M]A-Create-Application|[L/M]A-Submitted|[L/M]W-Handle-leads-schedule|[L/M]W-Handle-leads-start|[M-REAL]W-Handle-leads-suspend|[M-REAL]W-Handle-leads-resume|[M-INVI]Inv3|[L/M]W-Handle-leads-complete|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]W-Complete-application-start|[L/M]A-Concept|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]A-Accepted|[M-INVI]Inv10|[M-INVI]Inv12|[M-INVI]Inv9|[M-INVI]Inv13|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L/M]W-Complete-application-ate-abort|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L/M]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv20|[L]O-Returned|[L/M]W-Validate-application-complete|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[M-INVI]Inv23|[M-INVI]Inv22|[L]A-Denied|[L]O-Refused|[L/M]W-Validate-application-ate-abort|[M-INVI]Inv29|[L/M]end
714,"Application_2036273868",1,Yes,"6.00","16.00","1,095.00","1.00","0.90","0.88","52.00","1,309.00",[L/M]start|[L/M]A-Create-Application|[L/M]A-Submitted|[L/M]W-Handle-leads-schedule|[L/M]W-Handle-leads-withdraw|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]A-Concept|[L/M]W-Complete-application-start|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]A-Accepted|[M-INVI]Inv10|[M-INVI]Inv12|[M-INVI]Inv9|[L]O-Create-Offer|[L]O-Created|[L/M]O-Cancelled|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L/M]W-Complete-application-ate-abort|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L/M]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv20|[L]O-Returned|[L/M]W-Validate-application-complete|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[M-INVI]Inv23|[M-INVI]Inv22|[L]A-Denied|[L]O-Refused|[L/M]W-Validate-application-ate-abort|[M-INVI]Inv29|[L/M]end
715,"Application_2071829046",1,Yes,"13.00","38.00","2,046.00","1.00","0.79","0.77","56.00","2,203.00",[L/M]start|[L/M]A-Create-Application|[L/M]A-Submitted|[L/M]W-Handle-leads-schedule|[L/M]W-Handle-leads-withdraw|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]A-Concept|[L/M]W-Complete-application-start|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[L/M]A-Accepted|[M-INVI]Inv12|[M-INVI]Inv9|[M-INVI]Inv13|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L/M]W-Complete-application-complete|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L/M]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv20|[L/M]W-Validate-application-complete|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L]O-Returned|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[L/M]W-Validate-application-resume|[M-INVI]Inv22|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]W-Validate-application-suspend|[L]A-Denied|[L]O-Refused|[L/M]W-Validate-application-ate-abort|[M-INVI]Inv29|[L/M]end
716,"Application_564399840",1,Yes,"8.00","25.00","1,314.00","0.96","0.86","0.88","51.00","1,491.00",[L/M]start|[L/M]A-Create-Application|[L/M]A-Submitted|[L/M]W-Handle-leads-schedule|[L/M]W-Handle-leads-start|[M-REAL]W-Handle-leads-suspend|[M-REAL]W-Handle-leads-resume|[M-INVI]Inv3|[L/M]W-Handle-leads-complete|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]W-Complete-application-start|[L/M]A-Concept|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]A-Accepted|[M-INVI]Inv10|[M-INVI]Inv12|[M-INVI]Inv9|[M-INVI]Inv13|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L/M]W-Complete-application-ate-abort|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L/M]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv20|[L/M]W-Validate-application-complete|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L]O-Returned|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[L/M]W-Validate-application-resume|[M-INVI]Inv22|[L]W-Validate-application-suspend|[L]W-Validate-application-resume|[L]A-Denied|[L]O-Refused|[L/M]W-Validate-application-complete|[M-INVI]Inv29|[L/M]end
717,"Application_1964585643",1,Yes,"4.00","21.00","927.00","1.00","0.93","0.92","52.00","1,172.00",[L/M]start|[L/M]A-Create-Application|[L/M]A-Submitted|[L/M]W-Handle-leads-schedule|[L/M]W-Handle-leads-start|[L/M]W-Handle-leads-suspend|[L/M]W-Handle-leads-resume|[M-INVI]Inv3|[L/M]W-Handle-leads-complete|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]W-Complete-application-start|[L/M]A-Concept|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]W-Complete-application-resume|[M-INVI]Inv11|[L/M]W-Complete-application-suspend|[L/M]A-Accepted|[M-INVI]Inv10|[M-INVI]Inv12|[M-INVI]Inv9|[M-INVI]Inv13|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L/M]W-Complete-application-ate-abort|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L/M]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv20|[L/M]W-Validate-application-complete|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L]O-Returned|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[M-INVI]Inv23|[M-INVI]Inv22|[L]A-Denied|[L]O-Refused|[L/M]W-Validate-application-ate-abort|[M-INVI]Inv29|[L/M]end
718,"Application_1804461781",1,Yes,"19.00","45.00","2,422.00","0.97","0.68","0.67","54.00","2,539.00",[L/M]start|[L/M]A-Create-Application|[L/M]A-Submitted|[L/M]W-Handle-leads-schedule|[L/M]W-Handle-leads-withdraw|[M-INVI]Inv4|[L/M]W-Complete-application-schedule|[L/M]A-Concept|[L/M]W-Complete-application-start|[M-INVI]Inv5|[M-INVI]Inv6|[M-INVI]Inv8|[L/M]A-Accepted|[M-REAL]W-Complete-application-suspend|[M-INVI]Inv10|[M-INVI]Inv12|[M-INVI]Inv9|[M-INVI]Inv13|[L/M]O-Create-Offer|[M-INVI]Inv14|[L/M]O-Created|[L]O-Create-Offer|[L]O-Created|[L/M]O-Sent-mail-and-online|[M-INVI]Inv15|[L]O-Sent-mail-and-online|[L/M]W-Complete-application-complete|[L/M]W-Call-after-offers-schedule|[L/M]W-Call-after-offers-start|[L/M]A-Complete|[M-INVI]Inv16|[L/M]W-Call-after-offers-suspend|[L]O-Create-Offer|[L]O-Created|[L]O-Sent-mail-and-online|[L/M]W-Call-after-offers-resume|[L]W-Call-after-offers-suspend|[L/M]W-Call-after-offers-ate-abort|[M-INVI]Inv17|[M-INVI]Inv18|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv20|[L/M]W-Validate-application-complete|[M-INVI]Inv25|[L/M]W-Call-incomplete-files-schedule|[L/M]W-Call-incomplete-files-start|[L/M]A-Incomplete|[L]O-Returned|[L/M]W-Call-incomplete-files-suspend|[L/M]W-Call-incomplete-files-resume|[L/M]W-Call-incomplete-files-suspend|[M-INVI]Inv26|[L/M]W-Call-incomplete-files-ate-abort|[M-INVI]Inv28|[L/M]W-Validate-application-schedule|[L/M]W-Validate-application-start|[L/M]A-Validating|[M-INVI]Inv21|[L/M]W-Validate-application-suspend|[M-INVI]Inv23|[M-INVI]Inv22|[L/M]W-Validate-application-ate-abort|[M-INVI]Inv29|[L]W-Assess-potential-fraud-schedule|[L]W-Assess-potential-fraud-start|[L]W-Assess-potential-fraud-suspend|[L]W-Assess-potential-fraud-resume|[L]W-Assess-potential-fraud-suspend|[L]W-Assess-potential-fraud-resume|[L]A-Denied|[L]O-Refused|[L]O-Refused|[L]O-Refused|[L/M]end
