Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Calculation Time (ms)","Num. States","Move-Model Fitness","Trace Fitness","Move-Log Fitness","Trace Length","Queued States",Match
11,"trace_64|trace_273|trace_484|trace_728|trace_960|trace_1088|trace_1093|trace_1782|trace_1914",9,Yes,"4.00","0.00","26.00","0.85","0.85","0.85","13.00","61.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
12,"trace_145|trace_280|trace_372|trace_393|trace_869|trace_1128|trace_1318|trace_1358|trace_1937",9,Yes,"4.00","0.00","26.00","0.85","0.85","0.85","13.00","61.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
13,"trace_335|trace_422|trace_880|trace_1112|trace_1230|trace_1286|trace_1340|trace_1386|trace_1595",9,Yes,"4.00","0.00","26.00","0.85","0.85","0.85","13.00","61.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
14,"trace_381|trace_737|trace_896|trace_1132|trace_1453|trace_1480|trace_1653|trace_1682|trace_1699",9,Yes,"1.00","0.00","16.00","1.00","0.96","0.93","14.00","48.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
15,"trace_7|trace_398|trace_842|trace_1100|trace_1113|trace_1185|trace_1329|trace_1971",8,Yes,"4.00","2.00","26.00","0.85","0.85","0.85","13.00","61.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
16,"trace_62|trace_204|trace_232|trace_461|trace_989|trace_1017|trace_1054|trace_1895",8,Yes,"4.00","0.00","26.00","0.85","0.85","0.85","13.00","61.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
17,"trace_205|trace_493|trace_745|trace_853|trace_1414|trace_1666|trace_1723",7,Yes,"6.00","0.00","65.00","0.77","0.77","0.77","13.00","107.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
18,"trace_276|trace_701|trace_768|trace_990|trace_1715|trace_1790|trace_1870",7,Yes,"5.00","1.00","28.00","0.85","0.81","0.79","14.00","63.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
19,"trace_53|trace_632|trace_664|trace_854|trace_994|trace_1586|trace_1761",7,Yes,"3.00","1.00","50.00","0.92","0.89","0.86","14.00","94.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
20,"trace_147|trace_1154|trace_1165|trace_1233|trace_1624|trace_1716|trace_1823",7,Yes,"4.00","0.00","26.00","0.85","0.85","0.85","13.00","61.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
21,"trace_47|trace_278|trace_534|trace_603|trace_1127|trace_1174|trace_1885",7,Yes,"1.00","0.00","16.00","1.00","0.96","0.93","14.00","48.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
22,"trace_131|trace_328|trace_382|trace_727|trace_963|trace_1214|trace_1755",7,Yes,"2.00","0.00","45.00","0.92","0.92","0.92","13.00","89.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
23,"trace_178|trace_201|trace_348|trace_369|trace_631|trace_846|trace_1183",7,Yes,"1.00","0.00","16.00","1.00","0.96","0.93","14.00","48.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
24,"trace_188|trace_266|trace_401|trace_424|trace_550|trace_1263|trace_1310",7,Yes,"2.00","1.00","45.00","0.92","0.92","0.92","13.00","89.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
25,"trace_244|trace_418|trace_478|trace_507|trace_948|trace_1754|trace_1880",7,Yes,"1.00","0.00","16.00","1.00","0.96","0.93","14.00","48.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
26,"trace_445|trace_871|trace_1020|trace_1047|trace_1201|trace_1282|trace_1918",7,Yes,"2.00","1.00","45.00","0.92","0.92","0.92","13.00","89.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
27,"trace_44|trace_89|trace_558|trace_850|trace_1126|trace_1321",6,Yes,"5.00","0.00","28.00","0.85","0.81","0.79","14.00","63.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
28,"trace_515|trace_713|trace_1216|trace_1267|trace_1560|trace_1905",6,Yes,"6.00","0.00","65.00","0.77","0.77","0.77","13.00","108.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
29,"trace_286|trace_388|trace_1220|trace_1251|trace_1519|trace_1523",6,Yes,"3.00","0.00","50.00","0.92","0.89","0.86","14.00","94.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[M-REAL]LRRR|[L]LRIRV|[L/M]FLRRP|[L]LRRR|[L/M]FRP
30,"trace_678|trace_809|trace_1003|trace_1036|trace_1537|trace_1706",6,Yes,"4.00","0.00","26.00","0.85","0.85","0.85","13.00","61.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
31,"trace_63|trace_751|trace_773|trace_806|trace_1110|trace_1664",6,Yes,"1.00","0.00","16.00","1.00","0.96","0.93","14.00","48.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
32,"trace_80|trace_365|trace_456|trace_485|trace_1343|trace_1378",6,Yes,"1.00","1.00","16.00","1.00","0.96","0.93","14.00","48.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
33,"trace_122|trace_245|trace_1345|trace_1467|trace_1517|trace_1908",6,Yes,"1.00","0.00","16.00","1.00","0.96","0.93","14.00","48.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
34,"trace_61|trace_177|trace_386|trace_699|trace_900",5,Yes,"7.00","4.00","70.00","0.77","0.74","0.71","14.00","112.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
35,"trace_1|trace_521|trace_609|trace_852|trace_1687",5,Yes,"5.00","10.00","28.00","0.85","0.81","0.79","14.00","63.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
36,"trace_674|trace_750|trace_1407|trace_1921|trace_1950",5,Yes,"5.00","0.00","28.00","0.85","0.81","0.79","14.00","63.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
37,"trace_229|trace_356|trace_494|trace_1428|trace_1809",5,Yes,"4.00","1.00","26.00","0.85","0.85","0.85","13.00","61.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
38,"trace_264|trace_490|trace_694|trace_964|trace_1009",5,Yes,"3.00","0.00","50.00","0.92","0.89","0.86","14.00","94.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
39,"trace_620|trace_639|trace_760|trace_929|trace_1949",5,Yes,"4.00","0.00","26.00","0.85","0.85","0.85","13.00","61.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
40,"trace_242|trace_663|trace_855|trace_1362|trace_1826",5,Yes,"2.00","1.00","45.00","0.92","0.92","0.92","13.00","89.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
41,"trace_289|trace_425|trace_444|trace_1529|trace_1553",5,Yes,"1.00","0.00","16.00","1.00","0.96","0.93","14.00","48.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
42,"trace_736|trace_1175|trace_1357|trace_1735|trace_1852",5,Yes,"2.00","0.00","45.00","0.92","0.92","0.92","13.00","89.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
43,"trace_293|trace_452|trace_976|trace_1235",4,Yes,"7.00","0.00","70.00","0.77","0.74","0.71","14.00","112.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[M-REAL]LRRR|[L]LRIRV|[L/M]FLRRP|[L]LRRR|[L/M]FRP
44,"trace_52|trace_186|trace_709|trace_959",4,Yes,"5.00","1.00","28.00","0.85","0.81","0.79","14.00","63.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
45,"trace_194|trace_249|trace_307|trace_1685",4,Yes,"6.00","1.00","65.00","0.77","0.77","0.77","13.00","108.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
46,"trace_282|trace_742|trace_1071|trace_1576",4,Yes,"6.00","0.00","65.00","0.77","0.77","0.77","13.00","107.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
47,"trace_270|trace_531|trace_1046|trace_1149",4,Yes,"3.00","0.00","50.00","0.92","0.89","0.86","14.00","94.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[M-REAL]LRRR|[L]LRIRV|[L/M]FLRRP|[L]LRRR|[L/M]FRP
48,"trace_43|trace_1108|trace_1236|trace_1968",4,Yes,"2.00","1.00","45.00","0.92","0.92","0.92","13.00","89.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
49,"trace_677|trace_1462|trace_1673|trace_1762",4,Yes,"1.00","0.00","16.00","1.00","0.96","0.93","14.00","48.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
50,"trace_306|trace_340|trace_477",3,Yes,"4.00","1.00","78.00","0.89","0.88","0.89","19.00","135.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
51,"trace_51|trace_56|trace_1463",3,Yes,"5.00","2.00","26.00","0.81","0.82","0.87","15.00","62.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP
52,"trace_226|trace_1402|trace_1792",3,Yes,"5.00","1.00","26.00","0.81","0.82","0.87","15.00","61.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP
53,"trace_749|trace_1168|trace_1756",3,Yes,"7.00","0.00","70.00","0.77","0.74","0.71","14.00","113.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
54,"trace_45|trace_1182|trace_1587",3,Yes,"6.00","2.00","65.00","0.77","0.77","0.77","13.00","107.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
55,"trace_140|trace_655|trace_1203",3,Yes,"5.00","0.00","28.00","0.85","0.81","0.79","14.00","63.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
56,"trace_283|trace_638|trace_952",3,Yes,"6.00","1.00","65.00","0.77","0.77","0.77","13.00","107.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
57,"trace_285|trace_1274|trace_1851",3,Yes,"6.00","1.00","65.00","0.77","0.77","0.77","13.00","107.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
58,"trace_831|trace_1176|trace_1858",3,Yes,"6.00","0.00","65.00","0.77","0.77","0.77","13.00","108.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
59,"trace_885|trace_1120|trace_1396",3,Yes,"5.00","0.00","28.00","0.85","0.81","0.79","14.00","63.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
60,"trace_1198|trace_1266|trace_1741",3,Yes,"6.00","0.00","65.00","0.77","0.77","0.77","13.00","107.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
